Rotating speed,Vibration of bearing in position 1 of car 1,Shock of bearing in position 1 of car 1,Vibration of bearing in position 2 of car 1,Shock of bearing in position 2 of car 1,Vibration of bearing in position 3 of car 1,Shock of bearing in position 3 of car 1,Vibration of bearing in position 4 of car 1,Shock of bearing in position 4 of car 1,Vibration of bearing in position 5 of car 1,Shock of bearing in position 5 of car 1,Vibration of bearing in position 6 of car 1,Shock of bearing in position 6 of car 1,Vibration of bearing in position 7 of car 1,Shock of bearing in position 7 of car 1,Vibration of bearing in position 8 of car 1,Shock of bearing in position 8 of car 1,Vibration of bearing in position 1 of car 2,Shock of bearing in position 1 of car 2,Vibration of bearing in position 2 of car 2,Shock of bearing in position 2 of car 2,Vibration of bearing in position 3 of car 2,Shock of bearing in position 3 of car 2,Vibration of bearing in position 4 of car 2,Shock of bearing in position 4 of car 2,Vibration of bearing in position 5 of car 2,Shock of bearing in position 5 of car 2,Vibration of bearing in position 6 of car 2,Shock of bearing in position 6 of car 2,Vibration of bearing in position 7 of car 2,Shock of bearing in position 7 of car 2,Vibration of bearing in position 8 of car 2,Shock of bearing in position 8 of car 2,Vibration of bearing in position 1 of car 3,Shock of bearing in position 1 of car 3,Vibration of bearing in position 2 of car 3,Shock of bearing in position 2 of car 3,Vibration of bearing in position 3 of car 3,Shock of bearing in position 3 of car 3,Vibration of bearing in position 4 of car 3,Shock of bearing in position 4 of car 3,Vibration of bearing in position 5 of car 3,Shock of bearing in position 5 of car 3,Vibration of bearing in position 6 of car 3,Shock of bearing in position 6 of car 3,Vibration of bearing in position 7 of car 3,Shock of bearing in position 7 of car 3,Vibration of bearing in position 8 of car 3,Shock of bearing in position 8 of car 3,Vibration of bearing in position 1 of car 4,Shock of bearing in position 1 of car 4,Vibration of bearing in position 2 of car 4,Shock of bearing in position 2 of car 4,Vibration of bearing in position 3 of car 4,Shock of bearing in position 3 of car 4,Vibration of bearing in position 4 of car 4,Shock of bearing in position 4 of car 4,Vibration of bearing in position 5 of car 4,Shock of bearing in position 5 of car 4,Vibration of bearing in position 6 of car 4,Shock of bearing in position 6 of car 4,Vibration of bearing in position 7 of car 4,Shock of bearing in position 7 of car 4,Vibration of bearing in position 8 of car 4,Shock of bearing in position 8 of car 4,Vibration of bearing in position 1 of car 5,Shock of bearing in position 1 of car 5,Vibration of bearing in position 2 of car 5,Shock of bearing in position 2 of car 5,Vibration of bearing in position 3 of car 5,Shock of bearing in position 3 of car 5,Vibration of bearing in position 4 of car 5,Shock of bearing in position 4 of car 5,Vibration of bearing in position 5 of car 5,Shock of bearing in position 5 of car 5,Vibration of bearing in position 6 of car 5,Shock of bearing in position 6 of car 5,Vibration of bearing in position 7 of car 5,Shock of bearing in position 7 of car 5,Vibration of bearing in position 8 of car 5,Shock of bearing in position 8 of car 5,Vibration of bearing in position 1 of car 6,Shock of bearing in position 1 of car 6,Vibration of bearing in position 2 of car 6,Shock of bearing in position 2 of car 6,Vibration of bearing in position 3 of car 6,Shock of bearing in position 3 of car 6,Vibration of bearing in position 4 of car 6,Shock of bearing in position 4 of car 6,Vibration of bearing in position 5 of car 6,Shock of bearing in position 5 of car 6,Vibration of bearing in position 6 of car 6,Shock of bearing in position 6 of car 6,Vibration of bearing in position 7 of car 6,Shock of bearing in position 7 of car 6,Vibration of bearing in position 8 of car 6,Shock of bearing in position 8 of car 6,Vibration of bearing in position 1 of car 7,Shock of bearing in position 1 of car 7,Vibration of bearing in position 2 of car 7,Shock of bearing in position 2 of car 7,Vibration of bearing in position 3 of car 7,Shock of bearing in position 3 of car 7,Vibration of bearing in position 4 of car 7,Shock of bearing in position 4 of car 7,Vibration of bearing in position 5 of car 7,Shock of bearing in position 5 of car 7,Vibration of bearing in position 6 of car 7,Shock of bearing in position 6 of car 7,Vibration of bearing in position 7 of car 7,Shock of bearing in position 7 of car 7,Vibration of bearing in position 8 of car 7,Shock of bearing in position 8 of car 7,Vibration of bearing in position 1 of car 8,Shock of bearing in position 1 of car 8,Vibration of bearing in position 2 of car 8,Shock of bearing in position 2 of car 8,Vibration of bearing in position 3 of car 8,Shock of bearing in position 3 of car 8,Vibration of bearing in position 4 of car 8,Shock of bearing in position 4 of car 8,Vibration of bearing in position 5 of car 8,Shock of bearing in position 5 of car 8,Vibration of bearing in position 6 of car 8,Shock of bearing in position 6 of car 8,Vibration of bearing in position 7 of car 8,Shock of bearing in position 7 of car 8,Vibration of bearing in position 8 of car 8,Shock of bearing in position 8 of car 8
1,0.6103515625,-0.3662109375,0.40283203125,-0.2197265625,-0.29296875,-0.30517578125,-0.2685546875,0.09765625,0.06103515625,-0.23193359375,0.634765625,-1.01318359375,-0.2685546875,0.96435546875,0.5615234375,-0.30517578125,0.2197265625,-0.5615234375,-0.09765625,0.244140625,-0.3173828125,0.9765625,-0.1708984375,-0.5126953125,-0.0732421875,-0.18310546875,0.1953125,-0.84228515625,-0.1220703125,0.81787109375,-0.52490234375,0.20751953125,0.5126953125,0.0732421875,-0.30517578125,-0.79345703125,-0.13427734375,1.2451171875,0.32958984375,2.69775390625,-0.29296875,-0.18310546875,0.01220703125,-0.62255859375,-0.390625,-0.40283203125,-0.06103515625,0.67138671875,0.03662109375,4.7607421875,-0.15869140625,4.052734375,0.23193359375,0.86669921875,2.34375,6.43310546875,0.15869140625,0.6591796875,0.732421875,0.5615234375,0.40283203125,0.5859375,-1.03759765625,1.01318359375,-4.00390625,3.6376953125,-0.40283203125,3.96728515625,-0.69580078125,0.30517578125,0.634765625,0.4150390625,-0.244140625,0.10986328125,-0.40283203125,0.86669921875,0.341796875,-0.03662109375,-0.30517578125,1.15966796875,0.37841796875,-0.9033203125,0.68359375,-0.439453125,0.87890625,0.25634765625,-3.271484375,2.24609375,0.03662109375,-1.513671875,-0.244140625,0.4638671875,-0.2197265625,-0.1708984375,0.244140625,-1.025390625,0.1220703125,-0.6591796875,0.08544921875,-0.69580078125,0.03662109375,-0.6103515625,0.03662109375,0.03662109375,-0.048828125,0.0244140625,0.0244140625,-0.72021484375,0.1220703125,-0.23193359375,-0.0732421875,1.57470703125,0.048828125,0.40283203125,-0.50048828125,0.03662109375,-0.0732421875,0.06103515625,-0.1953125,0.09765625,-0.08544921875,-0.08544921875,0,0.76904296875,0.01220703125,-0.59814453125,0.09765625,-0.57373046875
1,0.537109375,-0.37841796875,0.4150390625,-0.244140625,-0.50048828125,-0.29296875,-0.42724609375,0.0732421875,0.06103515625,-0.244140625,0.6591796875,-0.98876953125,-0.146484375,0.9521484375,0.52490234375,-0.3173828125,0.20751953125,-0.57373046875,-0.20751953125,0.18310546875,-0.37841796875,0.9765625,-0.42724609375,-0.537109375,-0.03662109375,-0.1953125,0.1708984375,-0.84228515625,-0.146484375,0.81787109375,-0.67138671875,0.2197265625,0.32958984375,0.146484375,-0.28076171875,-0.78125,-0.4638671875,1.30615234375,-0.13427734375,1.86767578125,-0.35400390625,-0.1953125,0.0244140625,-0.64697265625,-0.35400390625,-0.37841796875,0.048828125,0.6591796875,0.2685546875,4.5166015625,-0.08544921875,3.77197265625,0.3173828125,0.81787109375,2.69775390625,7.09228515625,0.146484375,0.64697265625,0.634765625,0.57373046875,0.3662109375,0.5615234375,-0.9033203125,0.927734375,-3.955078125,3.67431640625,-0.5615234375,3.90625,-0.78125,0.29296875,0.74462890625,0.47607421875,-0.146484375,0.13427734375,-0.40283203125,0.93994140625,0.439453125,-0.03662109375,-0.2685546875,1.1474609375,0.1220703125,-0.87890625,0.634765625,-0.45166015625,0.74462890625,0.06103515625,-3.21044921875,1.25732421875,0.1220703125,-1.5380859375,-0.08544921875,0.4638671875,-0.28076171875,-0.1708984375,0.2197265625,-1.025390625,0.08544921875,-0.67138671875,0.06103515625,-0.67138671875,0.01220703125,-0.634765625,0,0.048828125,-0.06103515625,-0.146484375,0.1220703125,-0.89111328125,0.15869140625,-0.40283203125,-0.08544921875,1.35498046875,0,0.40283203125,-0.47607421875,0.0244140625,-0.0732421875,0.048828125,-0.1708984375,0.09765625,-0.1220703125,-0.0732421875,-0.06103515625,0.78125,0.0244140625,-0.59814453125,0.048828125,-0.5615234375
1,0.45166015625,-0.35400390625,0.4150390625,-0.2685546875,-0.537109375,-0.29296875,-0.45166015625,0.06103515625,0.08544921875,-0.23193359375,0.6103515625,-0.98876953125,-0.08544921875,0.93994140625,0.40283203125,-0.341796875,0.25634765625,-0.59814453125,-0.35400390625,0.0732421875,-0.50048828125,0.93994140625,-0.5615234375,-0.5615234375,-0.06103515625,-0.18310546875,0.15869140625,-0.830078125,-0.146484375,0.8544921875,-0.69580078125,0.2197265625,0.35400390625,0.146484375,-0.30517578125,-0.76904296875,-0.54931640625,1.42822265625,-0.20751953125,1.08642578125,-0.42724609375,-0.2197265625,0.01220703125,-0.64697265625,-0.341796875,-0.37841796875,0.146484375,0.67138671875,0.5126953125,4.16259765625,0.42724609375,3.515625,0.30517578125,0.87890625,3.125,7.3974609375,0.1220703125,0.64697265625,0.50048828125,0.54931640625,0.40283203125,0.5615234375,-1.20849609375,0.89111328125,-4.28466796875,3.77197265625,-0.537109375,4.06494140625,-0.68359375,0.2685546875,0.81787109375,0.50048828125,-0.10986328125,0.15869140625,-0.35400390625,1.03759765625,0.54931640625,-0.0244140625,-0.2197265625,1.15966796875,-0.03662109375,-0.830078125,0.64697265625,-0.439453125,0.45166015625,-0.1220703125,-2.6123046875,0.50048828125,0.09765625,-1.5380859375,0.0732421875,0.439453125,-0.3662109375,-0.146484375,0.1953125,-1.0009765625,0.0244140625,-0.68359375,0.03662109375,-0.62255859375,0.01220703125,-0.64697265625,-0.01220703125,0.0732421875,-0.03662109375,-0.32958984375,0.18310546875,-1.0498046875,0.146484375,-0.62255859375,-0.09765625,1.0986328125,0,0.37841796875,-0.4150390625,0.01220703125,-0.0732421875,0.048828125,-0.15869140625,0.09765625,-0.10986328125,-0.08544921875,-0.048828125,0.78125,0.0732421875,-0.62255859375,0.09765625,-0.52490234375
1,0.37841796875,-0.35400390625,0.390625,-0.29296875,-0.6103515625,-0.2685546875,-0.54931640625,0.03662109375,0.08544921875,-0.23193359375,0.537109375,-0.9521484375,-0.06103515625,0.91552734375,0.28076171875,-0.32958984375,0.32958984375,-0.67138671875,-0.48828125,-0.0244140625,-0.7568359375,0.927734375,-0.52490234375,-0.59814453125,-0.08544921875,-0.1953125,0.1708984375,-0.830078125,-0.18310546875,0.86669921875,-0.54931640625,0.20751953125,0.4638671875,0.18310546875,-0.3173828125,-0.78125,-0.4150390625,1.57470703125,-0.42724609375,0.439453125,-0.48828125,-0.2197265625,0,-0.64697265625,-0.3173828125,-0.3662109375,0.25634765625,0.6591796875,0.72021484375,3.72314453125,0.2685546875,3.2958984375,0.1953125,0.9765625,3.62548828125,7.275390625,0.06103515625,0.6591796875,0.341796875,0.537109375,0.45166015625,0.5615234375,-0.93994140625,0.84228515625,-5.04150390625,3.96728515625,-0.6591796875,4.443359375,-0.47607421875,0.25634765625,0.830078125,0.50048828125,-0.09765625,0.1953125,-0.32958984375,1.0498046875,0.6591796875,-0.03662109375,-0.18310546875,1.18408203125,-0.146484375,-0.74462890625,0.69580078125,-0.439453125,0.2685546875,-0.1953125,-3.22265625,0.048828125,-0.0244140625,-1.5380859375,0.0244140625,0.42724609375,-0.42724609375,-0.15869140625,0.13427734375,-1.01318359375,-0.03662109375,-0.68359375,0.0244140625,-0.5859375,0,-0.67138671875,-0.03662109375,0.06103515625,0.03662109375,-0.439453125,0.1953125,-1.0986328125,0.146484375,-0.74462890625,-0.0732421875,0.91552734375,-0.01220703125,0.37841796875,-0.42724609375,0.01220703125,-0.08544921875,0.06103515625,-0.13427734375,0.10986328125,-0.15869140625,-0.06103515625,-0.06103515625,0.8056640625,0.08544921875,-0.64697265625,0.06103515625,-0.48828125
0,0.341796875,-0.35400390625,0.390625,-0.29296875,-0.76904296875,-0.25634765625,-0.52490234375,0.0244140625,0.09765625,-0.23193359375,0.40283203125,-0.96435546875,-0.1708984375,0.86669921875,0.1708984375,-0.3173828125,0.3662109375,-0.7080078125,-0.6591796875,-0.13427734375,-1.08642578125,0.9521484375,-0.40283203125,-0.62255859375,-0.10986328125,-0.1953125,0.1708984375,-0.8544921875,-0.2197265625,0.9033203125,-0.32958984375,0.18310546875,0.7080078125,0.20751953125,-0.30517578125,-0.78125,-1.0986328125,1.77001953125,-0.57373046875,0.01220703125,-0.48828125,-0.2197265625,-0.01220703125,-0.634765625,-0.2685546875,-0.40283203125,0.30517578125,0.64697265625,0.634765625,3.1982421875,0.86669921875,3.16162109375,-0.10986328125,1.06201171875,3.38134765625,6.65283203125,-0.048828125,0.67138671875,0.1708984375,0.54931640625,0.35400390625,0.5859375,-0.732421875,0.78125,-5.6884765625,4.2236328125,-0.2685546875,4.96826171875,-0.1220703125,0.23193359375,0.7568359375,0.52490234375,-0.09765625,0.23193359375,-0.32958984375,1.03759765625,0.67138671875,-0.03662109375,-0.10986328125,1.1962890625,-0.15869140625,-0.67138671875,0.69580078125,-0.45166015625,0.48828125,-0.1708984375,-3.57666015625,-0.06103515625,-0.0732421875,-1.513671875,0.01220703125,0.390625,-0.40283203125,-0.18310546875,0.10986328125,-1.01318359375,-0.09765625,-0.72021484375,0,-0.57373046875,-0.03662109375,-0.7080078125,-0.03662109375,0.06103515625,0.13427734375,-0.439453125,0.10986328125,-0.93994140625,0.146484375,-0.78125,-0.06103515625,0.86669921875,0.01220703125,0.3662109375,-0.4150390625,0,-0.0732421875,0.0732421875,-0.13427734375,0.10986328125,-0.146484375,-0.0244140625,-0.03662109375,0.8544921875,0.09765625,-0.64697265625,0.0732421875,-0.439453125
0,0.35400390625,-0.3662109375,0.37841796875,-0.28076171875,-0.79345703125,-0.244140625,-0.40283203125,0.0244140625,0.10986328125,-0.23193359375,0.2685546875,-0.9765625,-0.08544921875,0.8544921875,0.09765625,-0.3173828125,0.341796875,-0.72021484375,-0.67138671875,-0.146484375,-1.33056640625,0.9521484375,-0.1953125,-0.59814453125,-0.18310546875,-0.20751953125,0.146484375,-0.84228515625,-0.1953125,0.87890625,-0.15869140625,0.18310546875,1.18408203125,0.244140625,-0.25634765625,-0.79345703125,-1.0498046875,1.94091796875,-0.10986328125,-0.18310546875,-0.4638671875,-0.2197265625,0.0244140625,-0.62255859375,-0.146484375,-0.4150390625,0.30517578125,0.64697265625,0.5126953125,2.6611328125,0.732421875,3.11279296875,-0.5126953125,1.07421875,2.99072265625,5.615234375,-0.146484375,0.69580078125,0.08544921875,0.54931640625,0.244140625,0.5859375,-0.67138671875,0.72021484375,-5.33447265625,4.4677734375,0.341796875,5.57861328125,0.20751953125,0.2685546875,0.57373046875,0.52490234375,-0.1708984375,0.244140625,-0.3173828125,0.927734375,0.57373046875,-0.0732421875,-0.03662109375,1.18408203125,-0.13427734375,-0.5859375,0.5859375,-0.4638671875,0.78125,0.0244140625,-2.6123046875,0.15869140625,-0.15869140625,-1.52587890625,-0.048828125,0.40283203125,-0.3662109375,-0.20751953125,0.1708984375,-1.025390625,-0.1220703125,-0.72021484375,0,-0.5859375,-0.0244140625,-0.72021484375,-0.0244140625,0.048828125,0.1220703125,-0.28076171875,-0.0244140625,-0.57373046875,0.08544921875,-0.67138671875,-0.0732421875,1.025390625,0.01220703125,0.40283203125,-0.47607421875,0.01220703125,-0.0732421875,0.03662109375,-0.1953125,0.13427734375,-0.10986328125,0.048828125,0.0244140625,0.86669921875,0.09765625,-0.59814453125,0.10986328125,-0.32958984375
0,0.37841796875,-0.35400390625,0.28076171875,-0.29296875,-0.830078125,-0.244140625,-0.40283203125,-0.01220703125,0.09765625,-0.2197265625,0.1953125,-0.98876953125,-0.20751953125,0.84228515625,-0.0244140625,-0.341796875,0.35400390625,-0.7080078125,-0.59814453125,-0.1220703125,-1.611328125,1.01318359375,-0.048828125,-0.54931640625,-0.2197265625,-0.1953125,0.09765625,-0.84228515625,-0.1953125,0.8544921875,-0.01220703125,0.18310546875,1.513671875,0.2685546875,-0.146484375,-0.79345703125,-1.1474609375,2.11181640625,0.03662109375,-0.13427734375,-0.42724609375,-0.2197265625,0.06103515625,-0.62255859375,0.0244140625,-0.439453125,0.2685546875,0.6591796875,0.40283203125,2.16064453125,0.68359375,3.125,-0.76904296875,0.927734375,2.96630859375,4.248046875,-0.2197265625,0.7080078125,-0.01220703125,0.537109375,0.10986328125,0.59814453125,-0.10986328125,0.64697265625,-5.1025390625,4.62646484375,0.537109375,6.16455078125,0.3662109375,0.244140625,0.47607421875,0.48828125,-0.244140625,0.244140625,-0.35400390625,0.81787109375,0.48828125,-0.0732421875,0,1.20849609375,-0.10986328125,-0.48828125,0.5615234375,-0.48828125,0.45166015625,0.390625,-2.783203125,0.7080078125,-0.23193359375,-1.50146484375,-0.20751953125,0.45166015625,-0.35400390625,-0.2197265625,0.2197265625,-1.03759765625,-0.146484375,-0.72021484375,0.03662109375,-0.5859375,0.01220703125,-0.732421875,-0.01220703125,0.06103515625,0.1220703125,0.10986328125,-0.048828125,0.03662109375,0.0244140625,-0.37841796875,-0.08544921875,1.40380859375,0.048828125,0.390625,-0.54931640625,0.01220703125,-0.06103515625,0.06103515625,-0.18310546875,0.146484375,-0.10986328125,0.13427734375,0.06103515625,0.93994140625,0.08544921875,-0.50048828125,0.09765625,-0.244140625
0,0.390625,-0.341796875,0.2197265625,-0.29296875,-0.84228515625,-0.23193359375,-0.18310546875,0.01220703125,0.146484375,-0.23193359375,0.13427734375,-1.01318359375,-0.28076171875,0.86669921875,-0.1708984375,-0.32958984375,0.29296875,-0.64697265625,-0.5615234375,-0.01220703125,-1.7578125,1.06201171875,0.0244140625,-0.48828125,-0.20751953125,-0.20751953125,0.01220703125,-0.830078125,-0.1220703125,0.86669921875,0.13427734375,0.18310546875,1.64794921875,0.2685546875,-0.09765625,-0.78125,-0.9765625,2.24609375,0.29296875,0.13427734375,-0.341796875,-0.1953125,0.1708984375,-0.6103515625,0.1708984375,-0.42724609375,0.25634765625,0.6591796875,0.1708984375,1.67236328125,0.48828125,3.173828125,-1.025390625,0.7080078125,3.08837890625,2.83203125,-0.1953125,0.732421875,-0.0244140625,0.54931640625,-0.048828125,0.6103515625,-0.08544921875,0.54931640625,-5.55419921875,4.6142578125,0.48828125,6.591796875,0.47607421875,0.25634765625,0.439453125,0.439453125,-0.28076171875,0.2197265625,-0.40283203125,0.74462890625,0.341796875,-0.08544921875,0.0244140625,1.20849609375,-0.048828125,-0.40283203125,0.52490234375,-0.47607421875,0.2685546875,0.9521484375,-2.86865234375,1.4892578125,-0.2685546875,-1.4892578125,-0.32958984375,0.537109375,-0.3173828125,-0.25634765625,0.1708984375,-1.06201171875,-0.15869140625,-0.72021484375,0.06103515625,-0.59814453125,0.03662109375,-0.74462890625,0.01220703125,0.048828125,0.06103515625,0.64697265625,0.048828125,0.9033203125,-0.01220703125,0.06103515625,-0.09765625,2.01416015625,0.048828125,0.4150390625,-0.59814453125,0.03662109375,-0.0732421875,0.03662109375,-0.20751953125,0.15869140625,-0.06103515625,0.25634765625,0.0732421875,1.0009765625,0.048828125,-0.40283203125,0.09765625,-0.13427734375
0,0.45166015625,-0.341796875,0.1953125,-0.28076171875,-0.79345703125,-0.2197265625,-0.29296875,0.0244140625,0.25634765625,-0.2197265625,0.06103515625,-1.01318359375,-0.47607421875,0.87890625,-0.28076171875,-0.341796875,0.2197265625,-0.5859375,-0.30517578125,0.10986328125,-1.85546875,1.123046875,0.01220703125,-0.45166015625,-0.1953125,-0.20751953125,-0.0732421875,-0.830078125,-0.06103515625,0.86669921875,0.35400390625,0.18310546875,1.7578125,0.28076171875,-0.10986328125,-0.79345703125,-0.42724609375,2.294921875,0.54931640625,0.52490234375,-0.244140625,-0.2197265625,0.25634765625,-0.634765625,0.3173828125,-0.439453125,0.2197265625,0.67138671875,-0.1220703125,1.2939453125,0.439453125,3.18603515625,-1.416015625,0.35400390625,3.25927734375,1.513671875,-0.15869140625,0.74462890625,-0.03662109375,0.57373046875,-0.15869140625,0.62255859375,-0.25634765625,0.5126953125,-5.7861328125,4.4677734375,0.59814453125,6.8115234375,0.62255859375,0.244140625,0.5859375,0.35400390625,-0.32958984375,0.18310546875,-0.4638671875,0.7080078125,0.20751953125,-0.08544921875,0.0244140625,1.18408203125,0.08544921875,-0.3173828125,0.42724609375,-0.48828125,0.40283203125,1.64794921875,-3.45458984375,2.392578125,-0.341796875,-1.4892578125,-0.57373046875,0.64697265625,-0.2197265625,-0.28076171875,0.08544921875,-1.07421875,-0.15869140625,-0.72021484375,0.09765625,-0.62255859375,0.0732421875,-0.72021484375,0.01220703125,0.0244140625,0.0244140625,1.35498046875,0.13427734375,1.953125,-0.0244140625,0.6591796875,-0.10986328125,2.8076171875,0.01220703125,0.4150390625,-0.62255859375,0.03662109375,-0.08544921875,0.048828125,-0.1953125,0.1708984375,-0.01220703125,0.37841796875,0.0732421875,1.06201171875,0.03662109375,-0.30517578125,0.10986328125,-0.03662109375
0,0.4638671875,-0.3662109375,0.23193359375,-0.28076171875,-0.6103515625,-0.23193359375,-0.341796875,0.06103515625,0.35400390625,-0.20751953125,-0.048828125,-1.03759765625,-0.68359375,0.91552734375,-0.35400390625,-0.30517578125,0.15869140625,-0.5126953125,-0.1708984375,0.25634765625,-1.8798828125,1.18408203125,0,-0.37841796875,-0.1708984375,-0.2197265625,-0.146484375,-0.84228515625,0.01220703125,0.8544921875,0.48828125,0.1953125,1.79443359375,0.30517578125,-0.1220703125,-0.79345703125,-0.32958984375,2.3193359375,0.37841796875,0.9521484375,-0.15869140625,-0.2197265625,0.30517578125,-0.6103515625,0.4150390625,-0.42724609375,0.1953125,0.6591796875,-0.634765625,1.0498046875,0.3173828125,3.11279296875,-1.72119140625,-0.0244140625,3.30810546875,0.5126953125,-0.09765625,0.732421875,0,0.57373046875,-0.2197265625,0.64697265625,-0.13427734375,0.4638671875,-6.0546875,4.08935546875,0.91552734375,6.72607421875,0.69580078125,0.25634765625,0.78125,0.29296875,-0.341796875,0.13427734375,-0.52490234375,0.7080078125,0.03662109375,-0.0732421875,-0.048828125,1.1962890625,0.244140625,-0.20751953125,0.244140625,-0.4638671875,0.7568359375,2.44140625,-3.02734375,3.28369140625,-0.4638671875,-1.50146484375,-0.79345703125,0.81787109375,-0.13427734375,-0.25634765625,0.03662109375,-1.08642578125,-0.1708984375,-0.68359375,0.10986328125,-0.64697265625,0.08544921875,-0.68359375,0,0.0244140625,-0.01220703125,2.1240234375,0.15869140625,3.11279296875,-0.1220703125,1.2939453125,-0.10986328125,3.662109375,-0.01220703125,0.40283203125,-0.68359375,0.03662109375,-0.0732421875,0.0732421875,-0.2197265625,0.1708984375,0.03662109375,0.47607421875,0.09765625,1.123046875,0.0244140625,-0.1953125,0.0732421875,0.048828125
